id,warehouse,mode,status,order_id
3130,B,Road,Returned,15042
3131,C,Road,Delivered,2661
3132,F,Road,Returned,17045
3133,D,Road,Delivered,17535
3134,F,Road,Delivered,7860
3135,A,Road,Pending,6983
3136,B,Road,Returned,13329
3137,C,Road,Pending,8600
3138,F,Road,Delivered,16999
3139,D,Road,Delivered,9905
3140,F,Road,In Transit,5365
3141,A,Road,Delivered,17338
3142,B,Road,Delivered,171
3143,C,Road,In Transit,1445
3144,F,Road,In Transit,3023
3145,D,Road,Returned,4932
3146,F,Road,Pending,15568
3147,A,Flight,Returned,4986
3148,B,Flight,In Transit,1958
3149,C,Flight,In Transit,16016
3150,F,Flight,In Transit,11168
3151,D,Flight,Pending,14510
3152,F,Flight,Returned,6
3153,A,Flight,Returned,5571
3154,B,Flight,Pending,2426
3155,C,Flight,Pending,4053
3156,F,Flight,Delivered,6017
3157,D,Flight,Delivered,1846
3158,F,Flight,Pending,17618
3159,A,Flight,Delivered,15622
3160,B,Flight,Delivered,12819
3161,C,Flight,Pending,2957
3162,F,Flight,Delivered,426
3163,D,Flight,Returned,10262
3164,F,Flight,Pending,3110
3165,A,Flight,Delivered,17257
3166,B,Flight,Pending,15853
3167,C,Flight,Pending,2635
3168,F,Flight,Pending,3390
3169,D,Ship,In Transit,11858
3170,F,Ship,Returned,15010
3171,A,Ship,Pending,10311
3172,B,Ship,In Transit,12340
3173,C,Ship,Pending,15885
3174,F,Ship,In Transit,1898
3175,D,Ship,Pending,5892
3176,F,Ship,Delivered,3027
3177,A,Ship,Delivered,14496
3178,B,Ship,Returned,9358
3179,C,Ship,Returned,16996
3180,F,Ship,Returned,12527
3181,D,Ship,In Transit,13706
3182,F,Ship,In Transit,19055
3183,A,Ship,In Transit,16696
3184,B,Ship,Pending,18349
3185,C,Ship,In Transit,15285
3186,F,Ship,Returned,12231
3187,D,Ship,Returned,6592
3188,F,Ship,Delivered,2847
3189,A,Ship,Delivered,18464
3190,B,Ship,In Transit,8241
3191,C,Ship,In Transit,1481
3192,F,Ship,In Transit,12293
3193,D,Ship,Pending,8651
3194,F,Ship,In Transit,6810
3195,A,Ship,Pending,12352
3196,B,Ship,Delivered,12082
3197,C,Ship,Pending,8198
3198,F,Ship,Returned,76
3199,D,Ship,In Transit,13827
3200,F,Ship,Pending,6415
3201,A,Ship,Returned,12930
3202,B,Ship,Delivered,9779
3203,C,Ship,In Transit,19479
3204,F,Ship,In Transit,6382
3205,D,Ship,In Transit,19642
3206,F,Ship,Returned,13533
3207,A,Ship,In Transit,34
3208,B,Ship,Delivered,472
3209,C,Ship,Pending,19919
3210,F,Ship,Delivered,11846
3211,D,Ship,Pending,15796
3212,F,Ship,In Transit,1924
3213,A,Ship,Delivered,7685
3214,B,Ship,In Transit,14135
3215,C,Ship,Returned,1278
3216,F,Ship,Returned,7776
3217,D,Ship,Pending,14604
3218,F,Ship,In Transit,11638
3219,A,Ship,In Transit,2577
3220,B,Ship,Returned,14406
3221,C,Ship,Pending,5063
3222,F,Ship,Delivered,16367
3223,D,Ship,Delivered,1063
3224,F,Ship,Delivered,15676
3225,A,Ship,Returned,4458
3226,B,Ship,Pending,8305
3227,C,Ship,In Transit,10166
3228,F,Ship,Returned,5840
3229,D,Ship,In Transit,6451
3230,F,Ship,Delivered,19467
3231,A,Ship,Delivered,12031
3232,B,Ship,Pending,3131
3233,C,Ship,In Transit,12916
3234,F,Ship,Delivered,2636
3235,D,Ship,Delivered,6185
3236,F,Ship,In Transit,8793
3237,A,Ship,Delivered,6981
3238,B,Ship,Returned,13959
3239,C,Ship,In Transit,4531
3240,F,Ship,In Transit,14878
3241,D,Ship,Delivered,6848
3242,F,Ship,Pending,599
3243,A,Ship,Pending,18460
3244,B,Ship,Returned,10975
3245,C,Ship,In Transit,18598
3246,F,Ship,Delivered,8181
3247,D,Ship,Delivered,15590
3248,F,Ship,Pending,14922
3249,A,Ship,Delivered,3499
3250,B,Ship,Returned,8260
3251,C,Ship,Pending,2593
3252,F,Ship,Returned,8213
3253,D,Ship,Delivered,14490
3254,F,Ship,Delivered,19262
3255,A,Ship,Returned,17541
3256,B,Ship,Delivered,17110
3257,C,Ship,Delivered,6624
3258,F,Ship,Pending,12075
3259,D,Ship,In Transit,19006
3260,F,Ship,Returned,14802
3261,A,Ship,Pending,14662
3262,B,Road,Pending,129
3263,C,Road,Returned,1928
3264,F,Road,In Transit,3704
3265,D,Road,In Transit,19743
3266,F,Road,Delivered,17312
3267,A,Road,Pending,15916
3268,B,Road,In Transit,642
3269,C,Road,In Transit,2956
3270,F,Road,Delivered,2030
3271,D,Road,Delivered,18223
3272,F,Road,Delivered,3560
3273,A,Road,Delivered,17872
3274,B,Road,Returned,4994
3275,C,Road,Delivered,15948
3276,F,Road,In Transit,19243
3277,D,Road,Returned,4794
3278,F,Road,Returned,1912
3279,A,Road,Delivered,9274
3280,B,Road,Pending,12781
3281,C,Road,Delivered,11201
3282,F,Road,Delivered,17057
3283,D,Road,In Transit,210
3284,F,Flight,Returned,8463
3285,A,Flight,In Transit,14661
3286,B,Flight,Returned,4457
3287,C,Flight,Returned,1867
3288,F,Flight,Delivered,13817
3289,D,Flight,Returned,1935
3290,F,Flight,Returned,7660
3291,A,Flight,Pending,1761
3292,B,Flight,In Transit,283
3293,C,Flight,Delivered,6504
3294,F,Flight,Delivered,8839
3295,D,Flight,Delivered,12389
3296,F,Flight,Returned,11739
3297,A,Flight,Pending,3753
3298,B,Flight,Pending,11481
3299,C,Flight,Delivered,18357
3300,F,Flight,Delivered,9381
3301,D,Flight,Delivered,5680
3302,F,Flight,Returned,6933
3303,A,Flight,In Transit,9470
3304,B,Flight,In Transit,18817
3305,C,Flight,Delivered,15101
3306,F,Ship,Pending,15522
3307,D,Ship,Delivered,2589
3308,F,Ship,Returned,17591
3309,A,Ship,Delivered,17363
3310,B,Ship,In Transit,9005
3311,C,Ship,In Transit,12387
3312,F,Ship,Delivered,6370
3313,D,Ship,Delivered,13387
3314,F,Ship,Delivered,14803
3315,A,Ship,Returned,19327
3316,B,Ship,Pending,5405
3317,C,Ship,Pending,11728
3318,F,Ship,In Transit,7758
3319,D,Ship,Pending,11701
3320,F,Ship,In Transit,13196
3321,A,Ship,In Transit,2457
3322,B,Ship,Delivered,19206
3323,C,Ship,In Transit,3548
3324,F,Ship,Delivered,12447
3325,D,Ship,Returned,17504
3326,F,Ship,In Transit,1914
3327,A,Ship,Delivered,18428
3328,B,Ship,Returned,11230
3329,C,Ship,Delivered,2591
3330,F,Ship,Returned,4438
3331,D,Ship,In Transit,12629
3332,F,Ship,Delivered,9027
3333,A,Ship,Returned,5348
3334,B,Ship,Delivered,17472
3335,C,Ship,Delivered,14151
3336,F,Ship,Pending,17998
3337,D,Ship,Pending,3746
3338,F,Ship,In Transit,1175
3339,A,Ship,In Transit,9895
3340,B,Ship,Pending,11322
3341,C,Ship,Pending,13409
3342,F,Ship,Pending,8461
3343,D,Ship,In Transit,6065
3344,F,Ship,Returned,2720
3345,A,Ship,Delivered,6470
3346,B,Ship,Returned,6321
3347,C,Ship,Pending,7967
3348,F,Ship,Delivered,9705
3349,D,Ship,Delivered,5057
3350,F,Ship,Delivered,9565
3351,A,Ship,Delivered,19345
3352,B,Ship,In Transit,18451
3353,C,Ship,Delivered,613
3354,F,Ship,In Transit,2784
3355,D,Ship,In Transit,601
3356,F,Ship,In Transit,3887
3357,A,Ship,Pending,5442
3358,B,Ship,In Transit,9995
3359,C,Ship,Delivered,7645
3360,F,Ship,Delivered,10972
3361,D,Ship,Delivered,7392
3362,F,Ship,Pending,4179
3363,A,Ship,In Transit,8031
3364,B,Ship,Delivered,14327
3365,C,Ship,In Transit,3853
3366,F,Ship,Pending,7342
3367,D,Ship,In Transit,17167
3368,F,Ship,In Transit,16469
3369,A,Ship,Delivered,2180
3370,B,Ship,Delivered,11457
3371,C,Ship,In Transit,15608
3372,F,Ship,Returned,3008
3373,D,Ship,Delivered,8190
3374,F,Ship,Returned,2519
3375,A,Ship,Returned,17743
3376,B,Ship,Pending,18436
3377,C,Ship,Delivered,9299
3378,F,Ship,Delivered,18673
3379,D,Ship,Delivered,17918
3380,F,Ship,In Transit,7827
3381,A,Ship,Returned,16054
3382,B,Ship,Delivered,694
3383,C,Ship,Pending,2717
3384,F,Ship,Pending,14184
3385,D,Ship,Returned,12656
3386,F,Ship,In Transit,14203
3387,A,Ship,Pending,12132
3388,B,Ship,Delivered,18390
3389,C,Ship,Pending,7859
3390,F,Ship,Delivered,15632
3391,D,Ship,Returned,1694
3392,F,Ship,Returned,14416
3393,A,Ship,Pending,2627
3394,B,Ship,Returned,15648
3395,C,Ship,Returned,3112
3396,F,Ship,Returned,13013
3397,D,Ship,Pending,8758
3398,F,Ship,Delivered,1716
3399,A,Road,Returned,10806
3400,B,Road,Delivered,16524
3401,C,Road,Returned,1553
3402,F,Road,Delivered,5686
3403,D,Road,Pending,13443
3404,F,Road,Pending,11019
3405,A,Road,Returned,16248
3406,B,Road,Pending,12614
3407,C,Road,Returned,12548
3408,F,Road,Pending,19523
3409,D,Road,Delivered,1506
3410,F,Road,Returned,12300
3411,A,Road,Delivered,14255
3412,B,Road,Delivered,17555
3413,C,Road,Delivered,14372
3414,F,Road,Delivered,9844
3415,D,Road,In Transit,12185
3416,F,Road,In Transit,17964
3417,A,Road,Pending,12248
3418,B,Road,Pending,8375
3419,C,Road,Pending,1134
3420,F,Road,Pending,13337
3421,D,Flight,Pending,6300
3422,F,Flight,Returned,10546
3423,A,Flight,Pending,815
3424,B,Flight,Delivered,17674
3425,C,Flight,Pending,8586
3426,F,Flight,Pending,13126
3427,D,Flight,Returned,6746
3428,F,Flight,In Transit,7640
3429,A,Flight,In Transit,16643
3430,B,Flight,In Transit,12519
3431,C,Flight,Returned,19691
3432,F,Flight,Returned,19346
3433,D,Flight,Pending,2745
3434,F,Flight,Delivered,3714
3435,A,Flight,Pending,8069
3436,B,Flight,Pending,6266
3437,C,Flight,Returned,14325
3438,F,Flight,In Transit,2784
3439,D,Flight,In Transit,17434
3440,F,Flight,Pending,17089
3441,A,Flight,In Transit,19952
3442,B,Flight,Returned,12806
3443,C,Ship,Returned,9244
3444,F,Ship,Pending,5966
3445,D,Ship,Delivered,13779
3446,F,Ship,Delivered,17685
3447,A,Ship,In Transit,2770
3448,B,Ship,Pending,16140
3449,C,Ship,Delivered,17723
3450,F,Ship,Returned,540
3451,D,Ship,Returned,14062
3452,F,Ship,In Transit,5768
3453,A,Ship,In Transit,5168
3454,B,Ship,Pending,9081
3455,C,Ship,Returned,12170
3456,F,Ship,In Transit,11775
3457,D,Ship,In Transit,2560
3458,F,Ship,Delivered,2745
3459,A,Ship,Pending,841
3460,B,Ship,Delivered,10648
3461,C,Ship,In Transit,14959
3462,F,Ship,Delivered,87
3463,D,Ship,Pending,6115
3464,F,Ship,Pending,3395
3465,A,Ship,In Transit,2715
3466,B,Ship,Returned,2797
3467,C,Ship,Pending,14319
3468,F,Ship,Delivered,8037
3469,D,Ship,In Transit,4745
3470,F,Ship,In Transit,8890
3471,A,Ship,Returned,17567
3472,B,Ship,Pending,986
3473,C,Ship,Returned,19327
3474,F,Ship,In Transit,10269
3475,D,Ship,Returned,4074
3476,F,Ship,Delivered,3958
3477,A,Ship,Pending,17287
3478,B,Ship,Pending,8324
3479,C,Ship,Returned,12484
3480,F,Ship,Delivered,9251
3481,D,Ship,Returned,5387
3482,F,Ship,Returned,10793
3483,A,Ship,Delivered,4349
3484,B,Ship,In Transit,6962
3485,C,Ship,Returned,14548
3486,F,Ship,Returned,13120
3487,D,Ship,In Transit,4963
3488,F,Ship,Returned,19597
3489,A,Ship,Pending,5257
3490,B,Ship,Delivered,18491
3491,C,Ship,Delivered,4774
3492,F,Ship,In Transit,10220
3493,D,Ship,Delivered,15339
3494,F,Ship,Pending,1150
3495,A,Ship,Pending,3230
3496,B,Ship,Returned,6704
3497,C,Ship,Pending,16813
3498,F,Ship,In Transit,19258
3499,D,Ship,Returned,12508
3500,F,Ship,In Transit,1576
3501,A,Ship,Delivered,14232
3502,B,Ship,In Transit,15985
3503,C,Ship,Returned,3567
3504,F,Ship,Returned,563
3505,D,Ship,In Transit,6691
3506,F,Ship,Pending,16432
3507,A,Ship,Pending,1523
3508,B,Ship,Pending,19683
3509,C,Ship,In Transit,2192
3510,F,Ship,In Transit,8035
3511,D,Ship,Pending,11354
3512,F,Ship,In Transit,13102
3513,A,Ship,Returned,1599
3514,B,Ship,Delivered,6694
3515,C,Ship,Returned,7309
3516,F,Ship,In Transit,8295
3517,D,Ship,In Transit,9239
3518,F,Ship,Pending,6076
3519,A,Ship,Delivered,14530
3520,B,Ship,Pending,711
3521,C,Ship,Returned,19963
3522,F,Ship,In Transit,5588
3523,D,Ship,Pending,6001
3524,F,Ship,Pending,8217
3525,A,Ship,Returned,18255
3526,B,Ship,In Transit,13932
3527,C,Ship,In Transit,16793
3528,F,Ship,Pending,9121
3529,D,Ship,Delivered,10557
3530,F,Ship,In Transit,10095
3531,A,Ship,Returned,4338
3532,B,Ship,Delivered,9901
3533,C,Ship,In Transit,13865
3534,F,Ship,Pending,16118
3535,D,Ship,Returned,13156
3536,F,Road,Delivered,17212
3537,A,Road,Delivered,13337
3538,B,Road,Returned,10852
3539,C,Road,Pending,2311
3540,F,Road,Returned,16992
3541,D,Road,Pending,6813
3542,F,Road,Delivered,17825
3543,A,Road,Delivered,1207
3544,B,Road,Delivered,16894
3545,C,Road,Delivered,1078
3546,F,Road,Pending,1134
3547,D,Road,Delivered,14820
3548,F,Road,Returned,7251
3549,A,Road,Delivered,10210
3550,B,Road,Delivered,7440
3551,C,Road,Pending,14478
3552,F,Road,Pending,7388
3553,D,Road,Returned,10903
3554,F,Road,Returned,15976
3555,A,Road,Returned,16156
3556,B,Road,Delivered,15159
3557,C,Road,Pending,15124
3558,F,Flight,Pending,9605
3559,D,Flight,In Transit,5181
3560,F,Flight,In Transit,2893
3561,A,Flight,Returned,12934
3562,B,Flight,Delivered,5079
3563,C,Flight,In Transit,10902
3564,F,Flight,Delivered,874
3565,D,Flight,Pending,13308
3566,F,Flight,Delivered,7157
3567,A,Flight,Delivered,1982
3568,B,Flight,Pending,19592
3569,C,Flight,Delivered,1637
3570,F,Flight,Pending,1592
3571,D,Flight,In Transit,7312
3572,F,Flight,Pending,14760
3573,A,Flight,Returned,996
3574,B,Flight,Delivered,13192
3575,C,Flight,Delivered,11694
3576,F,Flight,Returned,5157
3577,D,Flight,In Transit,19061
3578,F,Flight,Returned,6256
3579,A,Flight,Returned,9490
3580,B,Ship,Pending,6255
3581,C,Ship,In Transit,14063
3582,F,Ship,In Transit,13484
3583,D,Ship,Returned,10490
3584,F,Ship,Delivered,11761
3585,A,Ship,In Transit,12048
3586,B,Ship,Returned,5726
3587,C,Ship,Returned,1011
3588,F,Ship,Delivered,18444
3589,D,Ship,In Transit,11726
3590,F,Ship,Delivered,5632
3591,A,Ship,Delivered,17072
3592,B,Ship,Pending,19788
3593,C,Ship,Pending,4213
3594,F,Ship,Pending,6380
3595,D,Ship,Delivered,16172
3596,F,Ship,Delivered,4589
3597,A,Ship,Delivered,3900
3598,B,Ship,Returned,6614
3599,C,Ship,Delivered,17306
3600,F,Ship,Pending,8598
3601,D,Ship,Returned,17631
3602,F,Ship,In Transit,3759
3603,A,Ship,Pending,10923
3604,B,Ship,Delivered,15256
3605,C,Ship,In Transit,10661
3606,F,Ship,Delivered,12705
3607,D,Ship,Pending,8632
3608,F,Ship,Delivered,10562
3609,A,Ship,Pending,5614
3610,B,Ship,Pending,6092
3611,C,Ship,Pending,934
3612,F,Ship,Returned,10864
3613,D,Ship,Returned,8155
3614,F,Ship,Returned,946
3615,A,Ship,Returned,5900
3616,B,Ship,Pending,18510
3617,C,Ship,Pending,13975
3618,F,Ship,In Transit,17361
3619,D,Ship,Delivered,5077
3620,F,Ship,In Transit,2295
3621,A,Ship,In Transit,19163
3622,B,Ship,Returned,2483
3623,C,Ship,In Transit,4182
3624,F,Ship,Pending,12661
3625,D,Ship,Pending,8288
3626,F,Ship,In Transit,2941
3627,A,Ship,Pending,15565
3628,B,Ship,In Transit,19313
3629,C,Ship,Returned,19874
3630,F,Ship,In Transit,2729
3631,D,Ship,Delivered,6326
3632,F,Ship,Returned,19640
3633,A,Ship,In Transit,2921
3634,B,Ship,Pending,38
3635,C,Ship,In Transit,8642
3636,F,Ship,Pending,4346
3637,D,Ship,Pending,9996
3638,F,Ship,Returned,18671
3639,A,Ship,Returned,8792
3640,B,Ship,Pending,13322
3641,C,Ship,Delivered,5635
3642,F,Ship,Delivered,7757
3643,D,Ship,Returned,5100
3644,F,Ship,Returned,9701
3645,A,Ship,Pending,740
3646,B,Ship,Delivered,5900
3647,C,Ship,Returned,6125
3648,F,Ship,Delivered,18391
3649,D,Ship,In Transit,5807
3650,F,Ship,Delivered,11703
3651,A,Ship,Returned,17353
3652,B,Ship,In Transit,11952
3653,C,Ship,Returned,10051
3654,F,Ship,Returned,13939
3655,D,Ship,In Transit,9949
3656,F,Ship,Returned,12287
3657,A,Ship,Pending,14118
3658,B,Ship,In Transit,17294
3659,C,Ship,Pending,13976
3660,F,Ship,In Transit,14556
3661,D,Ship,Pending,17407
3662,F,Ship,In Transit,13611
3663,A,Ship,Delivered,2206
3664,B,Ship,Pending,13894
3665,C,Ship,In Transit,5632
3666,F,Ship,Delivered,19217
3667,D,Ship,Delivered,18328
3668,F,Ship,In Transit,8214
3669,A,Ship,In Transit,11114
3670,B,Ship,Returned,3691
3671,C,Ship,In Transit,13703
3672,F,Ship,Pending,4209
3673,D,Road,In Transit,6115
3674,F,Road,Returned,2307
3675,A,Road,Returned,8135
3676,B,Road,In Transit,13535
3677,C,Road,Pending,18396
3678,F,Road,Returned,18498
3679,D,Road,Delivered,14929
3680,F,Road,Pending,16737
3681,A,Road,Pending,16725
3682,B,Road,Returned,3214
3683,C,Road,Pending,7979
3684,F,Road,Delivered,17984
3685,D,Road,In Transit,10564
3686,F,Road,In Transit,12557
3687,A,Road,Returned,4235
3688,B,Road,Delivered,5248
3689,C,Road,In Transit,5781
3690,F,Road,Returned,9284
3691,D,Road,Pending,17399
3692,F,Road,Returned,14562
3693,A,Road,Pending,14204
3694,B,Road,Pending,2455
3695,C,Flight,Pending,2315
3696,F,Flight,Pending,12730
3697,D,Flight,Delivered,11151
3698,F,Flight,In Transit,2654
3699,A,Flight,In Transit,14682
3700,B,Flight,Returned,6427
3701,C,Flight,Returned,5013
3702,F,Flight,Delivered,12900
3703,D,Flight,Delivered,7374
3704,F,Flight,Returned,16456
3705,A,Flight,Delivered,16975
3706,B,Flight,Pending,8034
3707,C,Flight,Returned,17460
3708,F,Flight,Pending,722
3709,D,Flight,Delivered,17642
3710,F,Flight,In Transit,17373
3711,A,Flight,In Transit,11686
3712,B,Flight,In Transit,16014
3713,C,Flight,In Transit,15468
3714,F,Flight,In Transit,8612
3715,D,Flight,Pending,4168
3716,F,Flight,Returned,4031
3717,A,Ship,Returned,1801
3718,B,Ship,Returned,14715
3719,C,Ship,Delivered,19502
3720,F,Ship,Pending,993
3721,D,Ship,Returned,10391
3722,F,Ship,Pending,11232
3723,A,Ship,Returned,18135
3724,B,Ship,Pending,2089
3725,C,Ship,Pending,14239
3726,F,Ship,In Transit,6376
3727,D,Ship,In Transit,6231
3728,F,Ship,Pending,14620
3729,A,Ship,Returned,15949
3730,B,Ship,Delivered,8888
3731,C,Ship,Delivered,14739
3732,F,Ship,Pending,14294
3733,D,Ship,In Transit,4932
3734,F,Ship,Delivered,9972
3735,A,Ship,Returned,12982
3736,B,Ship,In Transit,16775
3737,C,Ship,Pending,5180
3738,F,Ship,In Transit,1360
3739,D,Ship,In Transit,2111
3740,F,Ship,In Transit,13630
3741,A,Ship,Pending,7265
3742,B,Ship,Returned,7213
3743,C,Ship,In Transit,1358
3744,F,Ship,Pending,1110
3745,D,Ship,Returned,12155
3746,F,Ship,Returned,19311
3747,A,Ship,Pending,13195
3748,B,Ship,In Transit,5627
3749,C,Ship,Delivered,15490
3750,F,Ship,Returned,3319
3751,D,Ship,Delivered,18890
3752,F,Ship,Delivered,464
3753,A,Ship,Delivered,16169
3754,B,Ship,In Transit,5219
3755,C,Ship,Delivered,14461
3756,F,Ship,In Transit,9093
3757,D,Ship,In Transit,6456
3758,F,Ship,Returned,15304
3759,A,Ship,In Transit,3120
3760,B,Ship,Delivered,1395
3761,C,Ship,In Transit,15523
3762,F,Ship,Pending,3634
3763,D,Ship,Returned,17700
3764,F,Ship,Pending,4687
3765,A,Ship,Delivered,14628
3766,B,Ship,Pending,12226
3767,C,Ship,Returned,7049
3768,F,Ship,Delivered,3731
3769,D,Ship,In Transit,8300
3770,F,Ship,Returned,1615
3771,A,Ship,Delivered,440
3772,B,Ship,Pending,7551
3773,C,Ship,Delivered,8934
3774,F,Ship,Returned,11538
3775,D,Ship,Delivered,11271
3776,F,Ship,Pending,19605
3777,A,Ship,Returned,1082
3778,B,Ship,Pending,5456
3779,C,Ship,In Transit,4772
3780,F,Ship,Pending,13097
3781,D,Ship,In Transit,2280
3782,F,Ship,Pending,2145
3783,A,Ship,Returned,17835
3784,B,Ship,In Transit,9932
3785,C,Ship,Pending,19988
3786,F,Ship,In Transit,16168
3787,D,Ship,Delivered,958
3788,F,Ship,Delivered,8189
3789,A,Ship,Delivered,4613
3790,B,Ship,In Transit,2997
3791,C,Ship,Delivered,2211
3792,F,Ship,Returned,1321
3793,D,Ship,Delivered,1143
3794,F,Ship,Returned,17059
3795,A,Ship,In Transit,7182
3796,B,Ship,In Transit,17071
3797,C,Ship,In Transit,11394
3798,F,Ship,In Transit,18728
3799,D,Ship,In Transit,3916
3800,F,Ship,Delivered,9024
3801,A,Ship,Pending,12522
3802,B,Ship,Returned,19548
3803,C,Ship,Returned,5646
3804,F,Ship,Delivered,9146
3805,D,Ship,Delivered,19979
3806,F,Ship,In Transit,763
3807,A,Ship,Delivered,5375
3808,B,Ship,Delivered,9012
3809,C,Ship,Returned,13918
3810,F,Road,Pending,9206
3811,D,Road,In Transit,3400
3812,F,Road,Returned,18346
3813,A,Road,Returned,6920
3814,B,Road,Pending,19530
3815,C,Road,Pending,5606
3816,F,Road,Delivered,350
3817,D,Road,Returned,3959
3818,F,Road,In Transit,6433
3819,A,Road,Pending,16995
3820,B,Road,Delivered,1041
3821,C,Road,Pending,17488
3822,F,Road,In Transit,1578
3823,D,Road,Returned,7254
3824,F,Road,Returned,13446
3825,A,Road,Returned,4330
3826,B,Road,Delivered,13402
3827,C,Road,Pending,14735
3828,F,Road,Delivered,10940
3829,D,Road,Pending,15155
3830,F,Road,Returned,11822
3831,A,Road,Pending,6235
3832,B,Flight,Pending,17687
3833,C,Flight,Delivered,8895
3834,F,Flight,In Transit,1604
3835,D,Flight,Pending,12908
3836,F,Flight,Returned,14571
3837,A,Flight,Returned,1520
3838,B,Flight,In Transit,9473
3839,C,Flight,In Transit,2279
3840,F,Flight,In Transit,3156
3841,D,Flight,Delivered,2739
3842,F,Flight,Pending,9901
3843,A,Flight,Returned,13514
3844,B,Flight,Pending,3048
3845,C,Flight,Pending,15937
3846,F,Flight,Returned,4118
3847,D,Flight,Delivered,16524
3848,F,Flight,Returned,13206
3849,A,Flight,In Transit,11820
3850,B,Flight,In Transit,10309
3851,C,Flight,In Transit,10272
3852,F,Flight,Delivered,13994
3853,D,Flight,Pending,18695
3854,F,Ship,Delivered,9439
3855,A,Ship,Pending,884
3856,B,Ship,Pending,10169
3857,C,Ship,In Transit,19236
3858,F,Ship,In Transit,8866
3859,D,Ship,Delivered,9173
3860,F,Ship,Returned,3495
3861,A,Ship,Pending,17797
3862,B,Ship,Delivered,1290
3863,C,Ship,Delivered,11828
3864,F,Ship,In Transit,8415
3865,D,Ship,Returned,1658
3866,F,Ship,Delivered,16591
3867,A,Ship,In Transit,11088
3868,B,Ship,In Transit,5491
3869,C,Ship,Delivered,15190
3870,F,Ship,In Transit,7530
3871,D,Ship,Returned,13663
3872,F,Ship,Pending,11367
3873,A,Ship,Returned,6025
3874,B,Ship,Returned,10013
3875,C,Ship,In Transit,8355
3876,F,Ship,Pending,19565
3877,D,Ship,Pending,16033
3878,F,Ship,In Transit,5283
3879,A,Ship,In Transit,6712
3880,B,Ship,In Transit,2855
3881,C,Ship,Returned,6370
3882,F,Ship,Delivered,13186
3883,D,Ship,Delivered,13887
3884,F,Ship,Returned,15336
3885,A,Ship,Returned,13529
3886,B,Ship,Pending,15547
3887,C,Ship,Pending,7710
3888,F,Ship,Pending,8887
3889,D,Ship,Pending,15866
3890,F,Ship,Delivered,15846
3891,A,Ship,Delivered,18234
3892,B,Ship,Delivered,8928
3893,C,Ship,Returned,14899
3894,F,Ship,Returned,14398
3895,D,Ship,In Transit,217
3896,F,Ship,Returned,18957
3897,A,Ship,In Transit,15667
3898,B,Ship,Pending,4470
3899,C,Ship,Delivered,9725
3900,F,Ship,Delivered,15396
3901,D,Ship,Returned,9260
3902,F,Ship,Returned,18054
3903,A,Ship,In Transit,19332
3904,B,Ship,Pending,10661
3905,C,Ship,In Transit,6413
3906,F,Ship,Returned,14538
3907,D,Ship,Delivered,13897
3908,F,Ship,In Transit,4725
3909,A,Ship,Returned,3544
3910,B,Ship,Delivered,3995
3911,C,Ship,Returned,19974
3912,F,Ship,Returned,4275
3913,D,Ship,Pending,2334
3914,F,Ship,In Transit,15492
3915,A,Ship,In Transit,416
3916,B,Ship,Delivered,14093
3917,C,Ship,In Transit,9502
3918,F,Ship,Delivered,2959
3919,D,Ship,Delivered,5564
3920,F,Ship,Returned,10709
3921,A,Ship,Returned,1049
3922,B,Ship,Delivered,12820
